,Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2,Building_num,Land_num,Area_M2
1243,AFPOVAI 3-Storey Duplex House and Lot for Sale in Taguig City,"Western Bicutan, Taguig",Commercial,Retail,110,410,4,4,4,121.0524056,14.58054563,,51487096.42,https://www.lamudi.com.ph/afpovai-3-storey-duplex-house-and-lot-for-sale-in-165863922593.html,Taguig,410,200,131
1244,"Mckinley West Village High End Residential Lot for Sale in Fort Bonifacio,Taguig","Fort Bonifacio, Taguig",Townhouse,End,80,,,,,121.0515528,14.62065176,,,https://www.lamudi.com.ph/mckinley-west-village-high-end-residential-lot-for-165838877630.html,Taguig,,188,188
1245,"All In 150M Brand New Condominium For Sale in Grand Hyatt Residences, Taguig","Fort Bonifacio, Taguig",Commercial,Office,5,300,,3,4,120.986684,14.61118222,Grand Hyatt Residences,37673485.18,https://www.lamudi.com.ph/all-in-150m-brand-new-condominium-for-sale-in-grand-hyatt-residences-taguig.html,Taguig,300,,199
1246,"F1 Hotel Manila; Value for Money Sale; Loft-Type, Parking Included in Taguig","Fort Bonifacio, Taguig",Commercial,Retail,13,58,,1,1,121.0028443,14.59804426,F1 Hotel Manila,7283540.469,https://www.lamudi.com.ph/f1-hotel-manila-value-for-money-sale-loft-type-parking-included-in-taguig.html,Taguig,58,,112
1247,FOR SALE: Brand New Premium Duplex Near Bonifacio Global City,"Western Bicutan, Taguig",Condominium,Penthouse,26,410,,4,4,121.0436597,14.61354037,,51487096.42,https://www.lamudi.com.ph/for-sale-brand-new-premium-duplex-near-bonifacio-global-city.html,Taguig,410,200,148
1248,"Impressive 1 Bedroom Condo for Sale McKinley, Taguig, Venice Luxury Residences","Fort Bonifacio, Taguig",Condominium,2BR,92,66,1,1,1,121.0506368,14.59012489,Venice Luxury Residences,8288166.741,https://www.lamudi.com.ph/impressive-1-bedroom-condo-for-sale-mckinley-taguig-venice-luxury-residences.html,Taguig,66,,104
1249,"Php 50,000/month - Arbor Lanes in ARCA South by Ayala Land Premier","Western Bicutan, Taguig",Townhouse,End,133,68,1,1,1,121.0507479,14.60495479,Arbor Lanes Jade Block ,8539323.308,https://www.lamudi.com.ph/1-bedroom-classic-with-bay-and-mountain-view-in-arbor-lanes-arca-south.html,Taguig,68,,155
1250,"Fully furnished  3 Bedroom 3BR Condo for Sale in BGC, Taguig, Uptown Parksuites","Fort Bonifacio, Taguig",Commercial,Office,175,89,,3,3,121.007108,14.5622047,UPTOWN PARKSUITES,11176467.27,https://www.lamudi.com.ph/fully-furnished-3-bedroom-3br-condo-for-sale-in-bgc-taguig-uptown-parksuites.html,Taguig,89,,89
1251,"High floor 4 Bedroom Condo for Sale in BGC, Taguig, The Suites Nr.Burgos Circle","Fort Bonifacio, Taguig",House and Lot,Two-storey,176,277,3,4,4,121.0131125,14.58964952,The Suites at One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/high-floor-4-bedroom-4br-condo-for-sale-bgc-taguig-the-suites-nr-burgos-circle.html,Taguig,277,,121
1252,"Double Corner Unit 4 Bedroom 4BR Condo for Sale in BGC, Taguig, The Suites","Fort Bonifacio, Taguig",Commercial,Retail,186,277,3,4,4,120.962856,14.55710232,The Suites At One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/double-corner-unit-4-bedroom-4br-condo-for-sale-in-bgc-taguig-the-suites.html,Taguig,277,,193
1253,BGC condo for Sale in The Suites with 4 Bedroom 4BR in Taguig Nr. High street,"Fort Bonifacio, Taguig",Townhouse,Inner,154,277,3,4,4,120.9728268,14.55056713,The Suites At One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/bgc-condo-for-sale-in-the-suites-with-4-bedroom-4br-in-taguig-nr-high-street.html,Taguig,277,,199
1254,3 Bedroom Penthouse Rent to Own Condo in BGC,"Fort Bonifacio, Taguig",Condominium,Studio,57,97.54,,3,2,121.0393964,14.56668572,Trion Tower,12248905.82,https://www.lamudi.com.ph/3-bedroom-penthouse-rent-to-own-condo-in-bgc-1.html,Taguig,97.54,,97.54
1255,"Avant at the Fort Furnished 1 Bedroom Unit for Sale in Fort Bonifacio, Taguig","Fort Bonifacio, Taguig",House and Lot,Two-storey,167,54,,1,1,121.0535586,14.60940028,Avant at the Fort,6781227.333,https://www.lamudi.com.ph/avant-at-the-fort-furnished-1-bedroom-unit-for-sale-in-fort-bonifacio-taguig.html,Taguig,54,,185
1256,Venice Luxury Residences 1BR Condo Unit for Sale at 157k/sqm only!,"Fort Bonifacio, Taguig",House and Lot,Bungalow,54,66,,1,1,121.0294415,14.6287866,THE VENICE LUXURY RESIDENCES,8288166.741,https://www.lamudi.com.ph/venice-luxury-residences-1br-condo-unit-for-sale-at-157k-sqm-only.html,Taguig,66,,105
1257,"1BR Condo Unit with nice view for Sale at The Venice Luxury Residences, Taguig","Fort Bonifacio, Taguig",Townhouse,End,76,66,,1,1,121.0435475,14.57648054,THE VENICE LUXURY RESIDENCES,8288166.741,https://www.lamudi.com.ph/1br-condo-unit-with-nice-view-for-sale-at-the-venice-luxury-residences-taguig.html,Taguig,66,,123
1258,"For Sale 1 Bedroom Unit Fully Furnished at Avida Towers 34th. St., BGC Taguig","Fort Bonifacio, Taguig",Commercial,Retail,83,37,,1,1,121.0043227,14.57043417,Avida Towers 34th,4646396.506,https://www.lamudi.com.ph/for-sale-1-bedroom-unit-fully-furnished-at-avida-towers-34th-st-bgc-taguig-1.html,Taguig,37,,120
1259,"Grand Hyatt Residences | Modern Elegant 5 Bedroom Condo for Sale in BGC, Taguig","Fort Bonifacio, Taguig",House and Lot,Bungalow,63,300,3,5,4,120.979463,14.57474899,Grand Hyatt,37673485.18,https://www.lamudi.com.ph/grand-hyatt-residences-modern-elegant-5-bedroom-condo-for-sale-in-bgc-taguig.html,Taguig,300,,188
1260,"Pre-selling Ultra Luxury 3BR Unit in Shang Aurelia Residences, Taguig City","Fort Bonifacio, Taguig",Condominium,2BR,81,281.5,2,3,5,120.953448,14.58318278,Aurelia Residences,35350286.93,https://www.lamudi.com.ph/pre-selling-ultra-luxury-3br-unit-in-shang-aurelia-residences-taguig-city.html,Taguig,281.5,,181
1261,"Brand New 3 Bedroom Condo with 1 Parking at The Trion Towers (T3), Taguig","Fort Bonifacio, Taguig",House and Lot,Bungalow,95,97.54,1,3,2,120.9819163,14.61503536,The Trion Towers,12248905.82,https://www.lamudi.com.ph/brand-new-3-bedroom-condo-with-1-parking-at-the-trion-towers-t3-taguig.html,Taguig,97.54,,97.54
1262,"Newly Renovated 2 Bedroom 2BR Condo For Sale in Trion Towers, BGC, Taguig City","Fort Bonifacio, Taguig",Townhouse,End,197,92,2,2,2,120.9888474,14.61016749,The Trion ,11553202.12,https://www.lamudi.com.ph/newly-renovated-2-bedroom-2br-condo-for-sale-in-trion-towers-bgc-taguig-city.html,Taguig,92,,92
1263,"Arbor Lanes Deluxe Canopy Unit 2 Bedroom Condo for Sale in Arca South, Taguig","Western Bicutan, Taguig",House and Lot,Bungalow,2,176,2,2,2,121.0134478,14.61124955,Arbor Lanes,22101777.97,https://www.lamudi.com.ph/arbor-lanes-deluxe-canopy-unit-2-bedroom-condo-for-sale-in-arca-south-taguig.html,Taguig,176,,176
1264,"Trion Towers | Fully furnished 2 Bedroom 2BR Condo Unit for Sale in BGC, Taguig","Fort Bonifacio, Taguig",Condominium,1BR,106,97,,2,3,120.9516136,14.57656445,Trion Towers,12181093.54,https://www.lamudi.com.ph/trion-towers-fully-furnished-2-bedroom-2br-condo-unit-for-sale-in-bgc-taguig.html,Taguig,97,,97
1265,"Grand Hamptons | Fully furnished 2 Bedroom Condo for Sale in BGC, Taguig","Fort Bonifacio, Taguig",Condominium,Penthouse,161,78,,2,2,120.9931944,14.62432289,The Grand Hamptons,9795106.148,https://www.lamudi.com.ph/grand-hamptons-fully-furnished-2-bedroom-condo-for-sale-in-bgc-taguig.html,Taguig,78,,188
1266,"Fully Furnished 2 Bedroom Condo for Sale in Arbor Lanes, Arca South-Taguig City","Fort Bonifacio, Taguig",Townhouse,End,200,176,2,2,2,121.0403659,14.58993676,Arbor Lanes,22101777.97,https://www.lamudi.com.ph/fully-furnished-2-bedroom-condo-for-sale-in-arbor-lanes-arca-south-taguig-city.html,Taguig,176,,176
1267,"Arbor Lanes 2 Bedroom Condo for Sale in Taguig City, Arca South Nr. BGC","Western Bicutan, Taguig",Condominium,2BR,109,176,2,2,2,121.0390382,14.56955496,Arbor Lanes,22101777.97,https://www.lamudi.com.ph/arbor-lanes-2-bedroom-condo-for-sale-in-arca-south-taguig-city-nr-bgc.html,Taguig,176,,176
1268,"Mckinley West Village Ultra Prime Vacant Lot for Sale in Mckinley Hill, Taguig","Fort Bonifacio, Taguig",House and Lot,Two-storey,192,,,,,120.9509182,14.57925333,,,https://www.lamudi.com.ph/mckinley-west-village-ultra-prime-vacant-lot-for-sale-in-mckinley-hill-taguig.html,Taguig,,188,188
1269,Pacific Plaza Tower BGC 3 Bedroom For Sale High Floor,"Fort Bonifacio, Taguig",Condominium,1BR,168,298,,3,3,121.0086105,14.59219365,Pacific Plaza Towers PPT BGC ,37422328.62,https://www.lamudi.com.ph/pacific-plaza-tower-bgc-3-bedroom-for-sale-high-floor.html,Taguig,298,,117
1270,"Fully furnished 3 Bedroom 3BR Condo for Sale BGC, Taguig ,Grand Hyatt Residences","Fort Bonifacio, Taguig",House and Lot,Two-storey,197,300,,3,2,121.0599292,14.57369873,Grand Hyatt Residences,37673485.18,https://www.lamudi.com.ph/fully-furnished-3-bedroom-3br-condo-for-sale-bgc-taguig-grand-hyatt-residences.html,Taguig,300,,190
1271,For Sale: Tuscany Private Estate 3-Bedroom Condo in McKinley Hill Taguig,"McKinley Hill, Taguig",House and Lot,Bungalow,14,131,1,3,2,120.97754,14.60507972,Tuscany Private Estate,16450755.2,https://www.lamudi.com.ph/for-sale-tuscany-private-estate-3-bedroom-condo-in-mckinley-hill-taguig.html,Taguig,131,,131
1272,House and Lot For Sale Taguig Afpovai,"Western Bicutan, Taguig",House and Lot,Two-storey,69,410,,4,4,121.0427957,14.59256336,,51487096.42,https://www.lamudi.com.ph/house-and-lot-for-sale-taguig-afpovai.html,Taguig,410,200,145
1273,"High Floor 4 Bedroom Condo Unit for Sale in The Suites, BGC, Taguig","Fort Bonifacio, Taguig",Commercial,Office,198,277,4,4,4,120.975972,14.60939206,The Suites,34785184.65,https://www.lamudi.com.ph/high-floor-4-bedroom-4br-condo-unit-for-sale-in-the-suites-bgc-taguig.html,Taguig,277,,127
1274,"Corner Unit Condo for Sale BGC, Fort Bonifacio Global, Taguig City, The Suites!","Fort Bonifacio, Taguig",House and Lot,Bungalow,165,277,3,4,4,121.0379072,14.61468131,The Suites At One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/sky-suite-double-corner-unit-4-bedroom-condo-for-sale-bgc-taguig-the-suites.html,Taguig,277,,117
1275,"Condo for Sale BGC, Taguig City, at The Suites!","Fort Bonifacio, Taguig",Condominium,Penthouse,185,277,3,4,4,121.0010327,14.62992034,The Suites At One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/double-corner-unit-4-bedroom-4br-sky-suite-condo-for-sale-bgc-taguig-the-suites.html,Taguig,277,,171
1276,"Brand New 3-Storey Duplex House for Sale in AFPOVAI, Fort Bonifacio, Taguig City",Taguig,Townhouse,End,180,410,,4,4,121.0179279,14.6010287,,51487096.42,https://www.lamudi.com.ph/brand-new-3-storey-duplex-house-for-sale-in-afpovai-fort-bonifacio-taguig.html,Taguig,410,200,138
1277,Grand Hyatt BGC Taguig 3Bedroom Cheap Rate Sale,"Fort Bonifacio, Taguig",Townhouse,Inner,103,133,,3,2,120.9710931,14.61433568,GRAND HYATT MANILA RESIDENCES,16701911.76,https://www.lamudi.com.ph/grand-hyatt-bgc-taguig-3bedroom-cheap-rate-sale.html,Taguig,133,,133
1278,"Trion Towers 2 Bedroom 2BR Condo for Sale in BGC, Taguig Nr. High Street,SM Aura","Fort Bonifacio, Taguig",Condominium,Penthouse,48,97,,2,2,120.9648166,14.56408793,Trion Towers,12181093.54,https://www.lamudi.com.ph/trion-towers-2-bedroom-2br-condo-for-sale-in-bgc-taguig-nr-high-street-sm-aura.html,Taguig,97,,97
1279,"Fully furnished 2 Bedroom 2BR Condo for Sale in BGC, Taguig, Trion Towers","Fort Bonifacio, Taguig",Townhouse,End,162,97,,2,2,121.0287142,14.58439965,Trion Towers,12181093.54,https://www.lamudi.com.ph/fully-furnished-2-bedroom-2br-condo-for-sale-in-bgc-taguig-trion-towers.html,Taguig,97,,97
1280,"97 sqm 2 Bedroom 2BR Condo for Sale in BGC, Taguig, Trion Towers Nr. SM Aura","Fort Bonifacio, Taguig",Condominium,1BR,171,97,,2,2,121.0572904,14.56738729,Trion Towers,12181093.54,https://www.lamudi.com.ph/97-sqm-2-bedroom-2br-condo-for-sale-in-bgc-taguig-trion-towers-nr-sm-aura.html,Taguig,97,,97
1281,"Spacious 2 Bedroom 2BR Condo for Sale BGC, Taguig, Trion Towers Nr. High Street","Fort Bonifacio, Taguig",Townhouse,Inner,113,97,,2,2,121.0290344,14.60224857,Trion Towers,12181093.54,https://www.lamudi.com.ph/spacious-2-bedroom-2br-condo-for-sale-bgc-taguig-trion-towers-nr-high-street.html,Taguig,97,,97
1282,"Good Buy! 2 Bedroom Condo for Sale in BGC, Taguig, Arya Residences Nr. Makati","Fort Bonifacio, Taguig",House and Lot,Two-storey,95,135,1,2,2,121.0253443,14.61967947,Arya Residences,16953068.33,https://www.lamudi.com.ph/good-buy-2-bedroom-condo-for-sale-in-bgc-taguig-arya-residences-nr-makati.html,Taguig,135,,135
1283,"Facing Amenities 2 Bedroom Condo for Sale in BGC, Taguig, Arya Residences","Fort Bonifacio, Taguig",House and Lot,Bungalow,133,135,1,2,2,121.049512,14.56269118,Arya Residences,16953068.33,https://www.lamudi.com.ph/facing-amenities-2-bedroom-condo-for-sale-in-bgc-taguig-arya-residences.html,Taguig,135,,135
1284,"Semi furnished 2 Bedroom Condo for Sale in BGC, Taguig, Arya Residences","Fort Bonifacio, Taguig",House and Lot,Bungalow,37,135,1,2,2,121.0101986,14.62642756,Arya Residences,16953068.33,https://www.lamudi.com.ph/semi-furnished-2-bedroom-condo-for-sale-in-bgc-taguig-arya-residences.html,Taguig,135,,135
1285,"Arya Residences 2 Bedroom Condominium for Sale in BGC, Taguig Nr. High Street","Fort Bonifacio, Taguig",House and Lot,Bungalow,126,135,1,2,2,120.9791851,14.58277337,Arya Residences,16953068.33,https://www.lamudi.com.ph/arya-residences-2-bedroom-condominium-for-sale-in-bgc-taguig-nr-high-street.html,Taguig,135,,135
1286,"RFO BGC 66 sqm 2BR condo corner unit w/ parking, Madison Park West, Php 13.8Mn","Fort Bonifacio, Taguig",Townhouse,End,73,66,1,2,2,121.0106481,14.5813718,Madison Park West,8288166.741,https://www.lamudi.com.ph/rfo-bgc-66-sqm-2br-condo-corner-unit-w-parking-madison-park-west-php-13-8mn.html,Taguig,66,,191
1287,"RFO BGC 61sqm 2BR condo corner unit w/ parking, Madison Park West, PhP 12.6Mn","Fort Bonifacio, Taguig",Condominium,1BR,24,61,1,2,2,121.0280413,14.60902767,Madison Park West,7660275.321,https://www.lamudi.com.ph/rfo-bgc-61sqm-2br-condo-corner-unit-w-parking-madison-park-west-php-12-6mn.html,Taguig,61,,144
1288,"Brand New Studio Unit Condo for Sale/ for Rent in BGC Taguig, Uptown Parksuites","Fort Bonifacio, Taguig",Condominium,Studio,97,37,,1,1,120.9590172,14.58995611,Uptown Parksuites,4646396.506,https://www.lamudi.com.ph/brand-new-studio-unit-condo-for-sale-for-rent-in-bgc-taguig-uptown-parksuites.html,Taguig,37,,172
1289,"Semi furnished 2 Bedroom 2BR Condo for Sale in BGC, Taguig, Sapphire Residences","Fort Bonifacio, Taguig",Townhouse,End,195,85,,2,2,120.9570216,14.59474358,SAPPHIRE RESIDENCES,10674154.14,https://www.lamudi.com.ph/semi-furnished-2-bedroom-2br-condo-for-sale-in-bgc-taguig-sapphire-residences-1.html,Taguig,85,,85
1290,"Sapphire Residences 2BR Condominium for sale in Fort Bonifacio, Taguig","Fort Bonifacio, Taguig",Townhouse,Inner,139,85,,2,2,121.0016388,14.59933073,SAPPHIRE RESIDENCES,10674154.14,https://www.lamudi.com.ph/sapphire-residences-2br-condominium-for-sale-in-fort-bonifacio-taguig.html,Taguig,85,,85
1291,"Fort Victoria | Fully furnished Two Bedroom 2BR Condo for Sale in BGC, Taguig","Fort Bonifacio, Taguig",Commercial,Retail,160,50,,2,2,121.0561654,14.62441205,Fort Victoria,6278914.197,https://www.lamudi.com.ph/fort-victoria-fully-furnished-two-bedroom-2br-condo-for-sale-in-bgc-taguig.html,Taguig,50,,154
1292,"Mckinley Park Residences Loft type 2 Bedroom 2BR Condo for Sale in BGC, Taguig","Fort Bonifacio, Taguig",Townhouse,End,198,69,,2,2,120.996162,14.61688415,Mckinley Park Residences,8664901.592,https://www.lamudi.com.ph/mckinley-park-residences-loft-type-2-bedroom-2br-condo-for-sale-in-bgc-taguig.html,Taguig,69,,149
1293,"Condo for Sale BGC, Taguig City at Bellagio Tower 3 Semi furnished 1 Bedroom","Fort Bonifacio, Taguig",Townhouse,End,2,65,,1,1,120.9814482,14.55300628,Bellagio Tower 3,8162588.457,https://www.lamudi.com.ph/bellagio-tower-3-semi-furnished-1-bedroom-condo-for-sale-bgc-taguig-nr-makati.html,Taguig,65,,136
1294,"Good Buy! Brand New 20 Units  Building for Sale Afpovai, Taguig Nr.NAIA","Fort Bonifacio, Taguig",Commercial,Office,114,900,,,,121.0156254,14.57677247,,113020455.6,https://www.lamudi.com.ph/good-buy-brand-new-20-units-building-for-sale-afpovai-taguig-nr-naia.html,Taguig,900,400,186
1295,"Modern Design 20 Units Residential Apartment Building for Sale in Afpovai,Taguig","Fort Bonifacio, Taguig",Condominium,1BR,173,900,,20,20,121.0419196,14.55442647,,113020455.6,https://www.lamudi.com.ph/modern-design-20-units-residential-apartment-building-for-sale-in-afpovai-taguig.html,Taguig,900,,159
1296,"3-Storey Brand New Modern Building for Sale in Afpovai, Taguig Nr. BGC","Fort Bonifacio, Taguig",Townhouse,Inner,180,900,,,,120.9603044,14.59065355,,113020455.6,https://www.lamudi.com.ph/3-storey-brand-new-modern-building-for-sale-in-afpovai-taguig-nr-bgc.html,Taguig,900,400,141
1297,"Uptown Parksuites II | 2 Bedroom Condominium for Sale in BGC, Taguig City","Fort Bonifacio, Taguig",Condominium,Studio,14,75.7,,2,2,120.9957644,14.59960268,Uptown Parksuites,9506276.095,https://www.lamudi.com.ph/uptown-parksuites-ii-2-bedroom-condominium-for-sale-in-bgc-taguig-city.html,Taguig,75.7,,156
1298,"Brand New House and Lot for Sale Afpovai,Taguig City! Nr.BGC Brand New 3-Storey","Western Bicutan, Taguig",House and Lot,Two-storey,18,410,4,4,4,120.9630668,14.62231189,,51487096.42,https://www.lamudi.com.ph/brand-new-3-storey-muji-inspired-duplex-house-for-sale-in-afpovai-taguig-nr-bgc.html,Taguig,410,200,116
1299,"For Sale: Brand New 4 Bedroom 4BR Duplex House in Afpovai, Taguig Nr. BGC, NAIA","Western Bicutan, Taguig",Townhouse,Inner,108,410,,4,5,120.9572768,14.61301721,,51487096.42,https://www.lamudi.com.ph/for-sale-brand-new-4-bedroom-4br-duplex-house-in-afpovai-taguig-nr-bgc-naia.html,Taguig,410,200,151
1300,Afpovai Semi furnished Brand New 3-Storey Modern House for Sale in Taguig Nr.BGC,Taguig,Condominium,2BR,186,410,4,4,5,120.9634954,14.57467517,,51487096.42,https://www.lamudi.com.ph/afpovai-semi-furnished-brand-new-3-storey-modern-house-for-sale-in-taguig-nr-bgc.html,Taguig,410,200,121
1301,158 sqm Commercial Office Space Corner Unit For Sale @ BGC,"Fort Bonifacio, Taguig",Townhouse,End,9,158,,,,121.0200057,14.59721124,,19841368.86,https://www.lamudi.com.ph/158-sqm-commercial-office-space-corner-unit-for-sa-165845295729.html,Taguig,158,0,158
1302,"For Sale: Upgraded Penthouse Unit @ Bellagio Tower 2, Bonifacio Global City","Fort Bonifacio, Taguig",House and Lot,Two-storey,50,165,2,2,2,121.0017908,14.60946427,The Bellagio ,20720416.85,https://www.lamudi.com.ph/for-sale-upgraded-penthouse-unit-bellagio-tower-2-bonifacio-global-city.html,Taguig,165,,165
1303,"Condo for Sale in BGC, Taguig City at Sapphire Residences! 2 Bedroom","Fort Bonifacio, Taguig",House and Lot,Two-storey,83,85,,2,2,120.9774028,14.58911988,Sapphire Residences,10674154.14,https://www.lamudi.com.ph/semi-furnished-2-bedroom-2br-condo-for-sale-in-bgc-taguig-sapphire-residences.html,Taguig,85,,85
1304,"Sapphire Residences Condo for Sale BGC, Taguig City, Fort Bonifacio Global City","Fort Bonifacio, Taguig",Commercial,Retail,48,85,,2,2,121.0445192,14.59278089,Sapphire Residences,10674154.14,https://www.lamudi.com.ph/sapphire-residences-semi-furnished-2br-condo-for-sale-in-bgc-taguig.html,Taguig,85,,85
1305,"50sqm 1-Bedroom Rent to Own Condo for Sale in BGC, Taguig City","McKinley Hill, Taguig",Townhouse,Inner,70,50.85,,1,1,120.9834218,14.55302189, The Trion Towers,6385655.739,https://www.lamudi.com.ph/50sqm-1-bedroom-rent-to-own-condo-for-sale-in-bgc-taguig-city.html,Taguig,50.85,,191
1306,AFPOVAI Taguig City House and Lot for Sale,"McKinley Hill, Taguig",Condominium,1BR,197,410,,4,5,121.033423,14.56160191,,51487096.42,https://www.lamudi.com.ph/afpovai-stunning-modern-duplex-house-for-sale-with-elevator-in-taguig-city.html,Taguig,410,200,130
1307,3 Bedroom with Garden For Sale in Avant BGC,"Fort Bonifacio, Taguig",Townhouse,End,16,156,1,3,2,121.0523084,14.5833704,Avant at the Fort,19590212.3,https://www.lamudi.com.ph/3-bedroom-with-garden-for-sale-in-avant-bgc.html,Taguig,156,,156
1308,For Sale Studio Type Condominium Unit Located at The Icon Tower,"Fort Bonifacio, Taguig",Condominium,1BR,64,37,,1,1,121.010684,14.59794118,The Icon Tower,4646396.506,https://www.lamudi.com.ph/for-sale-studio-type-condominium-unit-located-at-the-icon-tower.html,Taguig,37,,195
1309,4 Bedroom For Sale The Suites BGC Ayala Land Premier,"Fort Bonifacio, Taguig",Commercial,Office,189,277,,4,4,121.0205492,14.61826131,The Suites At One Bonifacio High Street,34785184.65,https://www.lamudi.com.ph/4-bedroom-for-sale-the-suites-bgc-ayala-land-premier.html,Taguig,277,,130
1310,BRAND NEW: 5 Bedroom W/ 4 Parking For Sale In BGC Grand Hyatt Near Uptown,"Fort Bonifacio, Taguig",House and Lot,Two-storey,178,300,4,5,4,121.0233412,14.58938418,Grand Hyatt Residences,37673485.18,https://www.lamudi.com.ph/brand-new-5-bedroom-w-4-parking-for-sale-in-bgc-grand-hyatt-near-uptown.html,Taguig,300,,103
1311,995sqm Lot w/ Structure and Income for sale in BGC Taguig,"Fort Bonifacio, Taguig",Condominium,1BR,82,995,,,,120.9605972,14.61686234,,124950392.5,https://www.lamudi.com.ph/995sqm-lot-w-structure-and-income-for-sale-in-bgc-taguig.html,Taguig,995,995,161
1312,"Two Maridien Studio Type Cond For Sale In Fort Bonifacio, Bgc, Taguig Nr.Sm Aura","Fort Bonifacio, Taguig",Commercial,Retail,139,37,1,1,1,120.9629695,14.57883889,Two Maridien,4646396.506,https://www.lamudi.com.ph/two-maridien-studio-type-cond-for-sale-in-fort-bonifacio-bgc-taguig-nr-sm-aura.html,Taguig,37,,132
1313,"Two Serendra Corner Unit Fully furnished 3 Bedroom Condo for Sale in BGC, Taguig","Fort Bonifacio, Taguig",Condominium,1BR,13,125,,3,2,120.9805478,14.59797764,Two Serendra Sequioa Tower,15697285.49,https://www.lamudi.com.ph/two-serendra-corner-unit-fully-furnished-3-bedroom-condo-for-sale-in-bgc-taguig.html,Taguig,125,,125
1314,"For Sale Uptown Parksuites 2 Bedroom Unit Located at BGC, Taguig City","Fort Bonifacio, Taguig",Commercial,Retail,13,71,,2,2,121.0172302,14.62630789,Uptown Parksuites,8916058.16,https://www.lamudi.com.ph/for-sale-uptown-parksuites-2-bedroom-unit-located-at-bgc-taguig-city.html,Taguig,71,,149
1315,"Duplex House and Lot for Sale in Taguig City, AFPOVAI, Fort Bonifacio!","Western Bicutan, Taguig",Commercial,Retail,133,410,3,4,4,120.9943637,14.59220761,,51487096.42,https://www.lamudi.com.ph/muji-style-duplex-house-and-lot-for-sale-in-afpovai-fort-bonifacio-taguig-city.html,Taguig,410,200,158
1316,"Brand New 3-Storey House and Lot for Sale in AFPOVAI,Fort Bonifacio,Taguig City",Taguig,Townhouse,Inner,157,410,3,4,4,120.9721908,14.5518382,,51487096.42,https://www.lamudi.com.ph/brand-new-3-storey-house-and-lot-for-sale-in-afpovai-fort-bonifacio-taguig-city.html,Taguig,410,200,125
1317,"For Sale : House and Lot in AFPOVAI, Fort Bonifacio, Taguig City! 4 Bedroom",Taguig,House and Lot,Bungalow,165,410,4,4,4,120.9580359,14.56668531,,51487096.42,https://www.lamudi.com.ph/afpovai-4-bedroom-4br-house-and-lot-for-sale-in-fort-bonifacio-taguig-city.html,Taguig,410,200,191
1318,"1 Bedroom Unit for Sale in Bellagio Tower, Fort Bonifacio, Taguig City","Fort Bonifacio, Taguig",Townhouse,End,118,59.5,,1,1,121.0302312,14.60354746,The Bellagio,7471907.895,https://www.lamudi.com.ph/bellagio-tower-fully-furnished-condo-for-sale-in-bgc-taguig-nr-market-market.html,Taguig,59.5,,167
1319,Brand New Grand Hyatt Residences For Sale 5 Bedroom Condo Bgc Taguig City,"Fort Bonifacio, Taguig",Condominium,Penthouse,3,300,,5,4,121.0177973,14.58187807,Grand Hyatt Residences,37673485.18,https://www.lamudi.com.ph/brand-new-grand-hyatt-residences-for-sale-5-bedroom-condo-bgc-taguig-city.html,Taguig,300,,193
1320,"Fully Furnished House and Lot for Sale in AFPOVAI, Fort Bonifacio, Taguig City","Fort Bonifacio, Taguig",Commercial,Office,109,560,4,5,5,121.0160485,14.6104465,,70323839.01,https://www.lamudi.com.ph/fully-furnished-house-and-lot-for-sale-in-afpovai-fort-bonifacio-taguig-city.html,Taguig,560,450,176
1321,"Central Park West BGC,Taguig City Two Bedroom For Sale P18M DBO","Fort Bonifacio, Taguig",Townhouse,End,45,72,1,2,2,120.9528699,14.5609154,Central Park West,9041636.444,https://www.lamudi.com.ph/central-park-west-bgc-north-bonifacio-district-taguig-city-two-bedroom-for-sale.html,Taguig,72,,182
1322,East Gallery Place 3 bedroom 242 sqm unit C,"Fort Bonifacio, Taguig",Commercial,Retail,146,242,,3,4,121.0535649,14.58321586,East Gallery Place,30389944.72,https://www.lamudi.com.ph/east-gallery-place-3-bedroom-242-sqm-unit-c.html,Taguig,242,,192
1323,"House and Lot For Sale in Mckinley Hill Village, Taguig City","McKinley Hill, Taguig",House and Lot,Bungalow,108,513,4,5,6,120.984165,14.60383423,,64421659.66,https://www.lamudi.com.ph/house-and-lot-for-sale-in-mckinley-hill-village-ta-165864737618.html,Taguig,513,189,167
1324,"For Sale: Special 2 Bedroom at Red Oak, Two Serendra w/ unobstructed view Taguig","Fort Bonifacio, Taguig",Condominium,Penthouse,144,110,1,2,3,121.0318874,14.58289999,Two Serendra,13813611.23,https://www.lamudi.com.ph/for-sale-special-2-bedroom-at-red-oak-two-serendra-w-unobstructed-view-taguig.html,Taguig,110,,110
